disposicion_literatura,disposicion_kepler,confianza_disposicion,columna_fpflag_nt,columna_fpflag_ss,columna_fpflag_co,columna_fpflag_ec,periodo_orbital,columna_period_err1,columna_period_err2,columna_time0bk,columna_time0bk_err1,columna_time0bk_err2,columna_impact,columna_impact_err1,columna_impact_err2,duracion_transito,columna_duration_err1,columna_duration_err2,profundidad_transito,columna_depth_err1,columna_depth_err2,radio_planeta,columna_prad_err1,columna_prad_err2,columna_teq,columna_insol,columna_insol_err1,columna_insol_err2,columna_model_snr,columna_tce_plnt_num,temperatura_estrella,columna_steff_err1,columna_steff_err2,gravedad_superficial,columna_slogg_err1,columna_slogg_err2,radio_estrella,columna_srad_err1,columna_srad_err2,ascension_recta,declinacion,magnitud_kepler
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000234,0.000586,0.999414,0.187947,0.003921,0.996079,0.012539,0.819733,0.955108,0.025446,0.006139,0.993861,0.002252,0.000286,0.999714,0.000098,0.000082,0.999971,0.019943,0,0,1,0.004141,0,0.093615,0.155325,0.927355,0.880196,0.036685,0.96686,0.001849,0.001451,0.999483,0.90535,0.278952,15.97
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000055,0.000214,0.999786,0.173801,0.005696,0.994304,0.000298,0.004688,0.999494,0.026161,0.005,0.995,0.000287,0.000054,0.999946,0.00001,0.000029,0.999997,0.062355,0.000017,0.000047,0.99999,0.002551,0,0.246392,0.272189,0.883655,0.832612,0.036685,0.821044,0.003708,0.008975,0.999148,0.567504,0.041857,15.242
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.004382,0.008707,0.991293,0.094988,0.00299,0.99701,0.009117,0.145429,0.998719,0.029883,0.003054,0.996946,0.012264,0.000762,0.999238,0.000194,0.000513,0.999938,0.018508,0,0,1,0.007366,0,0.204458,0.110947,0.951192,0.702652,0.057065,0.880696,0.008477,0.017709,0.997839,0.541612,0.041924,14.645
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.000037,0.000255,0.999745,0.17531,0.009299,0.990701,0.001597,0.003542,0.997286,0.026046,0.009851,0.990149,0.000165,0.000042,0.999958,0.000005,0.000006,0.999998,0.055935,0.000011,0.000013,0.999993,0.001889,0,0.179524,0.267751,0.897276,0.846342,0.048913,0.955261,0.002794,0.002387,0.99932,0.516766,0.006438,15.162
'FALSE POSITIVE','FALSE POSITIVE',0.480829,0,0,0,0,0.000849,0.012452,0.987548,0.018727,0.017441,0.982559,0.007292,0.022912,0.994394,0.035729,0.016829,0.983171,0.015435,0.000317,0.999683,0.000513,0.000816,0.999572,0.072421,0.000708,0.001037,0.999278,0.028703,0.034808,0.230134,0.213958,0.907909,0.801797,0.082023,0.881391,0.007048,0.010948,0.996601,0.525942,0.013144,13.62
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,0,1,0.000007,0.000017,0.999983,0.173125,0.003007,0.996993,0.005158,0.00007,0.991942,0.006311,0.00405,0.99595,0.000206,0.000055,0.999945,0.000006,0.000012,0.999999,0.098757,0.000101,0.00018,0.999947,0.002397,0,0.207631,0.273669,0.895006,0.858003,0.025136,0.907208,0.002772,0.004019,0.999475,0.450975,0.683108,15.732
CONFIRMED,CANDIDATE,0.480829,0,0,0,0,0.000082,0.000029,0.999971,0.009241,0.000598,0.999402,0.007637,0.000739,0.994275,0.025978,0.003198,0.996802,0.00096,0.000017,0.999983,0.000019,0.00003,0.999998,0.050061,0.000007,0.00001,0.999998,0.033375,0.034808,0.220174,0.121302,0.934166,0.841452,0.012908,0.873239,0.003581,0.004744,0.99969,0.516523,0.259668,13.113
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000024,0.000023,0.999977,0.010617,0.001645,0.998355,0.000506,0.004244,0.99914,0.010166,0.001713,0.998287,0.00082,0.00008,0.99992,0.000008,0.000006,0.999998,0.040295,0.000003,0.000002,0.999998,0.005279,0,0.085229,0.110947,0.953462,0.890352,0.042799,0.974316,0.001527,0.001058,0.999544,0.913556,0.671383,15.438
CONFIRMED,CANDIDATE,0.99,0,0,0,0,0.000051,0.000052,0.999948,0.008556,0.001865,0.998135,0.007837,0.000117,0.990644,0.009511,0.002153,0.997847,0.001059,0.000127,0.999873,0.00001,0.000007,0.999997,0.031348,0.000001,0.000001,0.999999,0.004373,0.142857,0.085229,0.110947,0.953462,0.890352,0.042799,0.974316,0.001527,0.001058,0.999544,0.913556,0.671383,15.438
CONFIRMED,CANDIDATE,0.992,0,0,0,0,0.000217,0.00051,0.99949,0.027754,0.004448,0.995552,0.000347,0.004618,0.99941,0.018873,0.00399,0.99601,0.001057,0.000155,0.999845,0.000009,0.000006,0.999997,0.01885,0,0,1,0.003192,0.285714,0.085229,0.110947,0.953462,0.890352,0.042799,0.974316,0.001527,0.001058,0.999544,0.913556,0.671383,15.438
'FALSE POSITIVE','FALSE POSITIVE',0.480829,0,0,0,0,0,0,1,0.009666,0.000578,0.999422,0.01223,0.002752,0.999899,0.016851,0.001936,0.998064,0.001309,0.000039,0.999961,0.000131,0.000353,0.999973,0.169239,0.000848,0.00222,0.999589,0.018775,0.034808,0.226974,0.244083,0.907491,0.847658,0.02038,0.835957,0.003194,0.007374,0.999414,0.753686,0.670629,15.822
CONFIRMED,CANDIDATE,0.998,0,0,0,0,0.000328,0.000545,0.999455,0.018894,0.003253,0.996747,0.000069,0.004641,0.999882,0.040709,0.002772,0.997228,0.00036,0.000022,0.999978,0.00001,0.000007,0.999998,0.028889,0.000001,0.000001,1,0.007377,0.285714,0.191235,0.152367,0.941544,0.835434,0.044837,0.955261,0.003325,0.001964,0.99944,0.881949,0.277412,13.04
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000017,0.000064,0.999936,0.010396,0.006504,0.993496,0.008492,0.001578,0.985587,0.019547,0.026436,0.973564,0.000163,0.00005,0.99995,0.000007,0.000016,0.999998,0.085849,0.000058,0.000127,0.999971,0.003004,0,0.250019,0.238166,0.898411,0.849539,0.029891,0.854184,0.00299,0.005863,0.99944,0.594792,0.483752,15.282
CANDIDATE,CANDIDATE,0.996,0,0,0,0,0.000233,0.000759,0.999241,0.031337,0.004923,0.995077,0.000129,0.004957,0.999781,0.038399,0.004485,0.995515,0.000302,0.000041,0.999959,0.000011,0.000018,0.999997,0.040705,0.000003,0.000004,0.999998,0.003656,0,0.248054,0.156805,0.92622,0.814933,0.054348,0.90058,0.004234,0.00547,0.999044,0.763484,0.487815,14.143
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000053,0.000151,0.999849,0.011708,0.004888,0.995112,0.000496,0.004314,0.999157,0.014831,0.004455,0.995545,0.00024,0.00006,0.99994,0.000003,0.000004,0.999999,0.027319,0.000001,0.000001,1,0.002021,0,0.068606,0.10503,0.955732,0.905398,0.044837,0.963546,0.001218,0.00142,0.999509,0.264122,0.490748,15.649
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000019,0.000075,0.999925,0.010162,0.007559,0.992441,0.007629,0.0018,0.991167,0.020977,0.00604,0.99396,0.000052,0.00001,0.99999,0.000006,0.000016,0.999997,0.104221,0.000125,0.00031,0.999883,0.002949,0,0.265886,0.25,0.883087,0.79274,0.125679,0.846727,0.004848,0.010305,0.997598,0.550485,0.485217,13.475
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000026,0.000035,0.999965,0.038074,0.002199,0.997801,0.000208,0.004816,0.999646,0.016054,0.002257,0.997743,0.000505,0.000047,0.999953,0.000011,0.000005,0.999998,0.066316,0.000021,0.000011,0.999992,0.005599,0,0.180657,0.122781,0.957435,0.833741,0.05231,0.972659,0.003246,0.001179,0.999432,0.253274,0.609416,15.733
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000022,0.000012,0.999988,0.036781,0.000703,0.999297,0.008928,0.00014,0.999562,0.017711,0.003198,0.996802,0.001212,0.00004,0.99996,0.000022,0.000034,0.999994,0.073146,0.000031,0.00005,0.999982,0.017284,0,0.201662,0.235207,0.918842,0.836562,0.057745,0.905551,0.003212,0.004261,0.999191,0.68351,0.611106,15.361
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000197,0.000986,0.999014,0.05056,0.008104,0.991896,0.000536,0.004922,0.99909,0.042841,0.007327,0.992673,0.000349,0.000055,0.999945,0.000012,0.000035,0.999997,0.044188,0.000004,0.000012,0.999997,0.003015,0.142857,0.274726,0.25,0.872304,0.827722,0.035326,0.827672,0.004012,0.00967,0.999079,0.827641,0.614732,15.083
CANDIDATE,CANDIDATE,0.999,0,0,0,0,0.000311,0.001217,0.998783,0.019119,0.007155,0.992845,0.000079,0.004758,0.999865,0.049405,0.006485,0.993515,0.000442,0.000065,0.999935,0.000013,0.000039,0.999996,0.037768,0.000002,0.000007,0.999999,0.003192,0,0.274726,0.25,0.872304,0.827722,0.035326,0.827672,0.004012,0.00967,0.999079,0.827641,0.614732,15.083
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000155,0.000354,0.999646,0.041569,0.003974,0.996026,0.009484,0.006956,0.998011,0.024515,0.009851,0.990149,0.000826,0.000135,0.999865,0.000022,0.000064,0.999994,0.044325,0.000004,0.000013,0.999997,0.004053,0,0.253343,0.279586,0.880817,0.836374,0.035326,0.816901,0.003695,0.009066,0.999139,0.768538,0.622186,15.163
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000046,0.000006,0.999994,0.046492,0.000105,0.999895,0.003403,0.000047,0.999916,0.054058,0.000267,0.999733,0.030688,0.000057,0.999943,0.000098,0.000296,0.999972,0.065565,0.00002,0.00006,0.999988,0.282848,0,0.255157,0.267751,0.876844,0.842016,0.026495,0.816901,0.003433,0.008764,0.999165,0.812489,0.277036,15.67
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000006,0.000012,0.999988,0.1733,0.001812,0.998188,0.009662,0.000678,0.999713,0.016593,0.00301,0.99699,0.000559,0.000046,0.999954,0.000018,0.000048,0.999994,0.116241,0.000192,0.000492,0.99988,0.006958,0,0.232716,0.279586,0.892736,0.83581,0.050951,0.844242,0.003412,0.007374,0.999096,0.942153,0.466853,15.381
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.000002,0,1,0.009734,0.000687,0.999313,0.011894,0.010288,0.997657,0.008665,0.001233,0.998767,0.000463,0.000025,0.999975,0.000095,0.00017,0.99998,0.132496,0.000323,0.000572,0.999838,0.010304,0,0.219947,0.224852,0.904086,0.855746,0.027174,0.893952,0.002842,0.004442,0.999458,0.618841,0.302846,15.348
CONFIRMED,CANDIDATE,0.995,0,0,0,0,0.000131,0.000272,0.999728,0.016157,0.003851,0.996149,0.006785,0.003028,0.992144,0.022383,0.004168,0.995832,0.000956,0.000122,0.999878,0.00001,0.000005,0.999999,0.029299,0.000001,0.000001,1,0.003965,0,0.155497,0.193787,0.906924,0.885086,0.028533,0.980116,0.00171,0.000695,0.99975,0.916612,0.464922,15.759
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000071,0.000139,0.999861,0.014489,0.003534,0.996466,0.000109,0.004513,0.999815,0.031744,0.002881,0.997119,0.000367,0.000031,0.999969,0.000022,0.000028,0.999985,0.077722,0.00004,0.000044,0.999963,0.005566,0,0.244503,0.116864,0.955165,0.739703,0.137908,0.940348,0.00762,0.007827,0.995858,0.422725,0.471297,14.5
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000007,0.000012,0.999988,0.009688,0.003341,0.996659,0.004176,0.000491,0.992903,0.014924,0.003153,0.996847,0.0002,0.000022,0.999978,0.000006,0.000008,0.999998,0.098962,0.000102,0.000138,0.99994,0.004892,0,0.193502,0.22929,0.912032,0.842768,0.057745,0.921292,0.002846,0.003082,0.999277,0.82016,0.667805,14.867
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000075,0.000278,0.999722,0.010189,0.007278,0.992722,0.012122,0.370002,0.999039,0.04017,0.011188,0.988812,0.000331,0.000048,0.999952,0.00014,0.000378,0.999958,0.060101,0.000014,0.000038,0.999991,0.003633,0,0.26445,0.254438,0.866061,0.828851,0.032609,0.840928,0.004108,0.009247,0.99895,0.682084,0.669818,15.22
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000048,0.00018,0.99982,0.01091,0.006258,0.993742,0.000794,0.004384,0.998651,0.018334,0.006485,0.993515,0.000271,0.000062,0.999938,0.000008,0.000004,0.999998,0.053203,0.000009,0.000005,0.999997,0.002098,0,0.176653,0.116864,0.955165,0.835622,0.050951,0.975145,0.003194,0.001209,0.999483,0.562087,0.671376,15.692
CANDIDATE,CANDIDATE,0.695,0,0,0,0,0.00003,0.000116,0.999884,0.009306,0.006592,0.993408,0.001409,0.003741,0.997606,0.015438,0.00604,0.99396,0.000196,0.000052,0.999948,0.000007,0.000003,0.999999,0.062355,0.000017,0.000009,0.999994,0.001789,0.285714,0.176653,0.116864,0.955165,0.835622,0.050951,0.975145,0.003194,0.001209,0.999483,0.562087,0.671376,15.692
CONFIRMED,CANDIDATE,0.821,0,0,0,0,0.000007,0.000023,0.999977,0.008889,0.004431,0.995569,0.003293,0.00159,0.994403,0.008717,0.00401,0.99599,0.000146,0.000041,0.999959,0.000006,0.000003,0.999999,0.094864,0.000086,0.000044,0.999968,0.001822,0.142857,0.176653,0.116864,0.955165,0.835622,0.050951,0.975145,0.003194,0.001209,0.999483,0.562087,0.671376,15.692
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000086,0.000296,0.999704,0.011006,0.006399,0.993601,0.00749,0.000129,0.990846,0.036061,0.005495,0.994505,0.000118,0.000018,0.999982,0.00001,0.000017,0.999995,0.065497,0.00002,0.000031,0.999985,0.003059,0,0.25765,0.178994,0.924518,0.781456,0.101223,0.898923,0.005661,0.007615,0.99783,0.107343,0.497817,13.908
CONFIRMED,CANDIDATE,0.998,0,0,0,0,0.000192,0.001919,0.998081,0.010109,0.017542,0.982458,0.007371,0.002513,0.991453,0.044538,0.014505,0.985495,0.000081,0.000024,0.999976,0.000008,0.000014,0.999996,0.049925,0.000007,0.000011,0.999995,0.001579,0.142857,0.25765,0.178994,0.924518,0.781456,0.101223,0.898923,0.005661,0.007615,0.99783,0.107343,0.497817,13.908
'FALSE POSITIVE','FALSE POSITIVE',0.480829,0,0,0,0,0.000053,0.012452,0.987548,0.011629,0.017441,0.982559,0.007292,0.022912,0.994394,0.008939,0.016829,0.983171,0.015435,0.000317,0.999683,0.000513,0.000816,0.999572,0.072421,0.000708,0.001037,0.999278,0.028703,0.034808,0.230134,0.213958,0.907909,0.801797,0.082023,0.881391,0.007048,0.010948,0.996601,0.207284,0.495849,15.602
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000003,0.000006,0.999994,0.009933,0.002392,0.997608,0.001309,0.003916,0.997775,0.012883,0.001975,0.998025,0.00005,0.000006,0.999994,0.000004,0.000006,0.999999,0.141647,0.000418,0.000552,0.999799,0.004274,0,0.230978,0.153846,0.934733,0.817754,0.061141,0.908865,0.004038,0.004896,0.999148,0.08751,0.489584,13.326
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000078,0.000157,0.999843,0.010583,0.004026,0.995974,0.001726,0.003004,0.997067,0.024296,0.00296,0.99704,0.000136,0.000015,0.999985,0.000006,0.000006,0.999999,0.05013,0.000007,0.000007,0.999997,0.004053,0,0.216623,0.162722,0.937571,0.837314,0.042799,0.936205,0.003238,0.00269,0.999423,0.144057,0.489056,13.404
CONFIRMED,CANDIDATE,0.997,0,0,0,0,0.000055,0.00018,0.99982,0.011271,0.006012,0.993988,0.000635,0.004489,0.998921,0.023056,0.004777,0.995223,0.000081,0.000013,0.999987,0.000004,0.000005,0.999999,0.056345,0.000011,0.000011,0.999995,0.002827,0.142857,0.216623,0.162722,0.937571,0.837314,0.042799,0.936205,0.003238,0.00269,0.999423,0.144057,0.489056,13.404
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000218,0.000319,0.999681,0.051339,0.002743,0.997257,0.000089,0.004372,0.999848,0.026029,0.002752,0.997248,0.001028,0.000087,0.999913,0.000009,0.000007,0.999997,0.018645,0,0,1,0.005942,0,0.08266,0.110947,0.952327,0.890352,0.042799,0.974316,0.001532,0.001209,0.999544,0.549209,0.625174,15.19
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000187,0.000504,0.999496,0.039341,0.005134,0.994866,0.006428,0.003145,0.992751,0.028392,0.005,0.995,0.000589,0.000076,0.999924,0.000011,0.000019,0.999997,0.03449,0.000002,0.000003,0.999999,0.003932,0,0.212543,0.217456,0.907491,0.85725,0.025136,0.913007,0.002785,0.003929,0.99944,0.352887,0.633969,15.598
CANDIDATE,CANDIDATE,0.913,0,0,0,0,0.000261,0.000023,0.999977,0.025725,0.000135,0.999865,0.0062,0.000047,0.999916,0.038717,0.000398,0.999602,0.008898,0.00003,0.99997,0.000109,0.000175,0.99994,0.051427,0.000008,0.000012,0.999993,0.155234,0,0.262032,0.199704,0.930193,0.741772,0.118886,0.922121,0.007298,0.009308,0.996754,0.800602,0.244465,13.325
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000095,0.000128,0.999872,0.037167,0.002392,0.997608,0.006627,0.000585,0.991891,0.028629,0.003198,0.996802,0.000743,0.000051,0.999949,0.000016,0.000043,0.999996,0.051223,0.000008,0.00002,0.999996,0.007366,0,0.252059,0.239645,0.887628,0.84164,0.032609,0.840928,0.00346,0.007978,0.999242,0.467132,0.634685,15.485
CANDIDATE,CANDIDATE,0.993,0,0,0,0,0.000238,0.000023,0.999977,0.046517,0.000153,0.999847,0.00001,0.004185,0.998112,0.015197,0.000489,0.999511,0.022391,0.000192,0.999808,0.000041,0.000024,0.999992,0.017825,0,0,1,0.067081,0,0.082131,0.08284,0.96538,0.893173,0.028533,0.976802,0.00148,0.000846,0.999707,0.585527,0.632032,15.798
CONFIRMED,CANDIDATE,1,0,0,0,0,0.0001,0.00007,0.99993,0.037744,0.001236,0.998764,0.005635,0.000327,0.992212,0.024805,0.002421,0.997579,0.001389,0.000052,0.999948,0.00002,0.000223,0.999992,0.042139,0.000004,0.000047,0.999997,0.012833,0,0.173253,0.218935,0.916005,0.830355,0.069293,0.521127,0.003377,0.030794,0.998906,0.65007,0.634697,15.223
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000112,0.000023,0.999977,0.00565,0.000366,0.999634,0.00253,0.000608,0.996207,0.025079,0.000658,0.999342,0.002121,0.00002,0.99998,0.000029,0.000017,0.999995,0.047466,0.000006,0.000004,0.999998,0.050449,0,0.203627,0.16568,0.959137,0.807034,0.044158,0.96686,0.004117,0.001964,0.99938,0.833487,0.518379,13.549
CONFIRMED,CANDIDATE,0.989,0,0,0,0,0.00003,0.000128,0.999872,0.011278,0.008895,0.991105,0.00371,0.00069,0.993695,0.025511,0.006832,0.993168,0.000102,0.000024,0.999976,0.000011,0.000015,0.999992,0.103265,0.00012,0.000134,0.999887,0.002098,0.142857,0.244503,0.116864,0.955165,0.739703,0.137908,0.940348,0.00762,0.007827,0.995858,0.422725,0.471297,14.5
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.00002,0.000017,0.999983,0.010022,0.001399,0.998601,0.009603,0.000479,0.9882,0.007758,0.004342,0.995658,0.000462,0.000057,0.999943,0.000014,0.000022,0.999997,0.069663,0.000026,0.00004,0.999988,0.004749,0,0.194711,0.233728,0.910329,0.855934,0.021739,0.919635,0.00285,0.003687,0.999518,0.714261,0.47593,15.028
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000132,0.000284,0.999716,0.015654,0.004062,0.995938,0.00864,0.000351,0.989582,0.031721,0.00401,0.99599,0.000536,0.000052,0.999948,0.000016,0.000041,0.999994,0.044666,0.000005,0.000011,0.999997,0.00508,0,0.219645,0.245562,0.905789,0.82114,0.081522,0.85087,0.003729,0.007887,0.998786,0.685526,0.475949,15.007
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.000062,0.000214,0.999786,0.012253,0.006874,0.993126,0.011418,0.796586,0.993358,0.019554,0.01104,0.98896,0.000103,0.000029,0.999971,0.000189,0.001051,0.99964,0.08339,0.000052,0.00029,0.999904,0.001922,0,0.199396,0.207101,0.902384,0.685161,0.622962,0.72908,0.008769,0.038439,0.986611,0.806684,0.474311,13.838
'FALSE POSITIVE','FALSE POSITIVE',0.480829,0,0,0,0,0.000017,0.012452,0.987548,0.01094,0.017441,0.982559,0.007292,0.022912,0.994394,0.026992,0.016829,0.983171,0.015435,0.000317,0.999683,0.000513,0.000816,0.999572,0.072421,0.000708,0.001037,0.999278,0.028703,0.034808,0.230134,0.213958,0.907909,0.801797,0.082023,0.881391,0.007048,0.010948,0.996601,0.760432,0.4716,10.266
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000055,0.000214,0.999786,0.013363,0.006399,0.993601,0.000179,0.004875,0.999697,0.025244,0.005594,0.994406,0.000211,0.000042,0.999958,0.000007,0.000021,0.999998,0.058052,0.000013,0.000033,0.999993,0.002386,0,0.236796,0.22929,0.902384,0.847658,0.024457,0.840928,0.003216,0.007615,0.99932,0.802105,0.671838,15.302
CANDIDATE,CANDIDATE,0.983,0,0,0,0,0.000172,0.000087,0.999913,0.014661,0.000953,0.999047,0.009176,0.000035,0.999933,0.026266,0.001802,0.998198,0.00146,0.000045,0.999955,0.000038,0.000135,0.999987,0.056686,0.000012,0.00004,0.999992,0.018786,0,0.325425,0.286982,0.848468,0.801768,0.039402,0.807788,0.005326,0.015503,0.998528,0.468748,0.203333,13.682
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.000007,0.000012,0.999988,0.010017,0.002111,0.997889,0.005238,0.000643,0.992684,0.009273,0.002248,0.997752,0.000121,0.000017,0.999983,0.000006,0.000015,0.999999,0.105109,0.000129,0.00031,0.99993,0.003832,0,0.227201,0.224852,0.904086,0.847282,0.023777,0.847556,0.00322,0.00692,0.999294,0.674199,0.673921,14.415
CANDIDATE,CANDIDATE,0.993,0,0,0,0,0.000058,0.000261,0.999739,0.013788,0.008192,0.991808,0.001111,0.004057,0.998112,0.012911,0.007327,0.992673,0.000199,0.000075,0.999925,0.000004,0.000003,0.999999,0.032578,0.000001,0.000001,0.999999,0.001392,0,0.099282,0.10503,0.950624,0.885086,0.02106,0.968517,0.001741,0.001118,0.999681,0.054755,0.673331,15.233
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000211,0.000754,0.999246,0.018014,0.006065,0.993935,0.00004,0.004968,0.999933,0.04752,0.005347,0.994653,0.000304,0.000039,0.999961,0.000011,0.00003,0.999995,0.042071,0.000004,0.000009,0.999997,0.003987,0,0.255006,0.241124,0.897276,0.817942,0.071332,0.838442,0.003951,0.009005,0.998614,0.152363,0.67127,14.609
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000005,0,1,0.010246,0.000678,0.999322,0.01236,0.002841,0.998668,0.028685,0.001183,0.998817,0.001384,0.000027,0.999973,0.000184,0.000584,0.999935,0.141921,0.000424,0.001294,0.999693,0.026351,0,0.275482,0.257396,0.851873,0.817002,0.047554,0.826015,0.004456,0.011725,0.998665,0.61236,0.107617,14.909
CONFIRMED,CANDIDATE,1,0,0,0,0,0.00011,0.000081,0.999919,0.01818,0.00132,0.99868,0.000357,0.00332,0.999393,0.055689,0.001431,0.998569,0.000621,0.000014,0.999986,0.000021,0.000033,0.999989,0.058325,0.000013,0.000018,0.99999,0.022088,0,0.23521,0.170118,0.940976,0.773368,0.11413,0.918807,0.00567,0.007011,0.997563,0.309922,0.150281,13.397
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000034,0.000012,0.999988,0.042698,0.000432,0.999568,0.00502,0.000351,0.999949,0.024544,0.001035,0.998965,0.053633,0.000911,0.999089,0.000072,0.000045,0.99999,0.036334,0.000002,0.000001,0.999999,0.034689,0,0.086135,0.08432,0.964813,0.889411,0.016984,0.967688,0.001649,0.000997,0.999768,0.770206,0.682161,13.987
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.000003,0,1,0.009989,0.000137,0.999863,0.0124,0.002186,0.998668,0.014584,0.000175,0.999825,0.021485,0.000076,0.999924,0.000288,0.000845,0.999921,0.158858,0.000657,0.001797,0.999615,0.063901,0,0.277975,0.221893,0.883087,0.825089,0.036685,0.821044,0.00413,0.010124,0.999036,0.753042,0.687191,14.539
CANDIDATE,CANDIDATE,0.871,0,1,0,0,0.000051,0.000006,0.999994,0.011487,0.000186,0.999814,0.005654,0.000129,0.999831,0.057288,0.000426,0.999574,0.009373,0.000031,0.999969,0.00013,0.000294,0.999877,0.109343,0.000151,0.000344,0.999804,0.159243,0,0.344919,0.337278,0.827469,0.737258,0.213995,0.888152,0.008573,0.015321,0.993456,0.880284,0.685364,12.628
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000005,0,1,0.00952,0.000496,0.999504,0.012519,0.000994,0.998618,0.047659,0.001079,0.998921,0.001905,0.000018,0.999982,0.000127,0.000156,0.999971,0.101284,0.000112,0.00015,0.999945,0.060687,0,0.195769,0.232249,0.919977,0.855558,0.036685,0.940348,0.002641,0.002871,0.999458,0.593574,0.692836,14.658
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000013,0.000006,0.999994,0.010244,0.000424,0.999576,0.009097,0.000187,0.999697,0.010644,0.001272,0.998728,0.001959,0.000084,0.999916,0.000028,0.000037,0.999991,0.086942,0.000061,0.000087,0.999961,0.019769,0,0.202191,0.235207,0.909762,0.834869,0.071332,0.913007,0.003116,0.003566,0.999087,0.076417,0.709323,15.29
CONFIRMED,CANDIDATE,0.982,0,0,0,0,0.000257,0.000609,0.999391,0.020182,0.004659,0.995341,0.005625,0.00007,0.991419,0.028231,0.004698,0.995302,0.00074,0.000076,0.999924,0.000015,0.000163,0.999994,0.030392,0.000001,0.000013,0.999999,0.004627,0.142857,0.173253,0.218935,0.916005,0.830355,0.069293,0.521127,0.003377,0.030794,0.998906,0.65007,0.634697,15.223
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000044,0.000041,0.999959,0.037641,0.001538,0.998462,0.000298,0.003367,0.999494,0.015495,0.00152,0.99848,0.000989,0.000074,0.999926,0.000009,0.000006,0.999997,0.033397,0.000002,0.000001,0.999999,0.006251,0,0.080846,0.107988,0.952894,0.884521,0.035326,0.976802,0.001693,0.001027,0.999561,0.822648,0.634375,15.801
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000065,0.000075,0.999925,0.037071,0.002058,0.997942,0.000169,0.003706,0.999713,0.016768,0.001901,0.998099,0.000887,0.000084,0.999916,0.000009,0.000006,0.999998,0.029094,0.000001,0.000001,1,0.004948,0.285714,0.080846,0.107988,0.952894,0.884521,0.035326,0.976802,0.001693,0.001027,0.999561,0.822648,0.634375,15.801
